unix,date,symbol,open,high,low,close,Volume DOT,Volume USDT,tradecount
1632193200000,2021-09-21 03:00:00,DOT/USDT,29.46000000,29.59000000,28.66000000,28.74000000,592062.20000000,17219127.09910000,24515
1632189600000,2021-09-21 02:00:00,DOT/USDT,29.03000000,29.74000000,28.79000000,29.46000000,1380578.10000000,40545994.96740000,45553
1632186000000,2021-09-21 01:00:00,DOT/USDT,27.41000000,29.10000000,27.30000000,29.02000000,1080622.86000000,30637396.80430000,54875
1632182400000,2021-09-21 00:00:00,DOT/USDT,28.31000000,28.35000000,26.42000000,27.41000000,2641660.08000000,72076159.97310000,94607
1632178800000,2021-09-20 23:00:00,DOT/USDT,28.71000000,29.03000000,27.72000000,28.31000000,1177632.74000000,33239577.52830000,43666
1632175200000,2021-09-20 22:00:00,DOT/USDT,28.91000000,29.48000000,28.54000000,28.71000000,574523.59000000,16672695.96070000,28999
1632171600000,2021-09-20 21:00:00,DOT/USDT,28.54000000,29.26000000,28.39000000,28.91000000,445541.21000000,12852868.45230000,23200
1632168000000,2021-09-20 20:00:00,DOT/USDT,28.86000000,29.04000000,28.16000000,28.54000000,509184.09000000,14558619.73690000,23686
1632164400000,2021-09-20 19:00:00,DOT/USDT,28.56000000,29.00000000,27.79000000,28.87000000,1409245.90000000,39949622.22920000,52697
1632160800000,2021-09-20 18:00:00,DOT/USDT,29.67000000,29.78000000,28.36000000,28.56000000,913569.55000000,26446217.83670000,37635
1632157200000,2021-09-20 17:00:00,DOT/USDT,29.46000000,29.78000000,29.26000000,29.66000000,566778.86000000,16745397.30070000,18278
1632153600000,2021-09-20 16:00:00,DOT/USDT,29.42000000,29.86000000,29.10000000,29.46000000,857163.72000000,25294814.00900000,28281
1632150000000,2021-09-20 15:00:00,DOT/USDT,29.43000000,29.96000000,28.95000000,29.42000000,1156647.32000000,33980273.34270000,45378
1632146400000,2021-09-20 14:00:00,DOT/USDT,29.82000000,29.83000000,29.13000000,29.44000000,1181233.83000000,34769039.82920000,40278
