unix,date,symbol,open,high,low,close,Volume SOL,Volume USDT,tradecount
1630285200000,2021-08-30 01:00:00,SOL/USDT,96.85000000,99.06000000,96.00000000,98.67000000,413677.76000000,40489824.10396900,87803
1630281600000,2021-08-30 00:00:00,SOL/USDT,94.23000000,97.50000000,93.58000000,96.83000000,394231.54000000,37861777.86640000,81080
1630278000000,2021-08-29 23:00:00,SOL/USDT,94.10000000,94.63000000,93.61000000,94.23000000,74207.35000000,6982553.29100000,10657
1630274400000,2021-08-29 22:00:00,SOL/USDT,93.65000000,95.00000000,93.65000000,94.10000000,130840.12000000,12348191.65040000,27739
1630270800000,2021-08-29 21:00:00,SOL/USDT,94.17000000,94.42000000,92.68000000,93.66000000,82899.06000000,7755542.80060000,13751
1630267200000,2021-08-29 20:00:00,SOL/USDT,93.91000000,94.50000000,93.36000000,94.16000000,84215.48000000,7916900.01240000,14719
1630263600000,2021-08-29 19:00:00,SOL/USDT,93.17000000,94.39000000,93.17000000,93.92000000,121998.00000000,11440879.05390000,23740
1630260000000,2021-08-29 18:00:00,SOL/USDT,92.54000000,93.51000000,92.24000000,93.16000000,89337.84000000,8308514.01290000,14302
1630256400000,2021-08-29 17:00:00,SOL/USDT,92.43000000,93.43000000,91.86000000,92.53000000,102290.23000000,9474952.08060000,18608
1630252800000,2021-08-29 16:00:00,SOL/USDT,92.17000000,92.70000000,91.01000000,92.39000000,130876.23000000,12038754.46060000,19409
1630249200000,2021-08-29 15:00:00,SOL/USDT,91.62000000,92.29000000,90.30000000,92.16000000,161877.61000000,14805239.00400000,27414
1630245600000,2021-08-29 14:00:00,SOL/USDT,92.82000000,93.25000000,91.60000000,91.64000000,138495.97000000,12793396.00550000,74124
1630242000000,2021-08-29 13:00:00,SOL/USDT,91.96000000,94.40000000,91.75000000,92.83000000,223540.04000000,20879792.39040000,50980
1630238400000,2021-08-29 12:00:00,SOL/USDT,91.75000000,93.11000000,91.69000000,91.96000000,181486.67000000,16763178.93300000,69530
1630234800000,2021-08-29 11:00:00,SOL/USDT,92.30000000,93.24000000,91.61000000,91.75000000,191753.52000000,17709725.99210000,70602
1630231200000,2021-08-29 10:00:00,SOL/USDT,92.75000000,93.30000000,91.65000000,92.30000000,175705.68000000,16230787.10470000,63256
1630227600000,2021-08-29 09:00:00,SOL/USDT,93.06000000,93.30000000,91.21000000,92.75000000,298817.75000000,27594163.21640000,36114
1630224000000,2021-08-29 08:00:00,SOL/USDT,94.08000000,94.57000000,92.41000000,93.06000000,184403.05000000,17221500.76910000,57534
1630220400000,2021-08-29 07:00:00,SOL/USDT,93.78000000,94.64000000,93.25000000,94.08000000,119729.48000000,11267473.41180000,18511
1630216800000,2021-08-29 06:00:00,SOL/USDT,95.05000000,95.05000000,93.40000000,93.80000000,206107.18000000,19419783.93230000,81130
1630213200000,2021-08-29 05:00:00,SOL/USDT,93.90000000,96.11000000,93.52000000,95.04000000,200994.86000000,19098965.05490000,30224
1630209600000,2021-08-29 04:00:00,SOL/USDT,93.95000000,94.37000000,92.88000000,93.91000000,197339.80000000,18495970.81440000,21103
1630206000000,2021-08-29 03:00:00,SOL/USDT,94.04000000,94.80000000,91.86000000,93.95000000,437636.27000000,40864919.26390000,88106
1630202400000,2021-08-29 02:00:00,SOL/USDT,94.96000000,96.45000000,93.65000000,94.03000000,213255.10000000,20297677.93030000,48917
1630198800000,2021-08-29 01:00:00,SOL/USDT,97.15000000,97.82000000,94.74000000,94.96000000,247006.38000000,23843880.53470000,72946
1630195200000,2021-08-29 00:00:00,SOL/USDT,96.17000000,97.40000000,95.66000000,97.18000000,177047.98000000,17082242.23000000,36474
1630191600000,2021-08-28 23:00:00,SOL/USDT,96.36000000,97.82000000,96.10000000,96.22000000,226262.09300000,21986112.96289900,49665
1630188000000,2021-08-28 22:00:00,SOL/USDT,95.66000000,97.04000000,95.66000000,96.31000000,253994.97700000,24481353.15631700,42772
1630184400000,2021-08-28 21:00:00,SOL/USDT,95.26000000,96.00000000,94.62000000,95.65000000,151637.60000000,14462391.71940000,25575
1630180800000,2021-08-28 20:00:00,SOL/USDT,93.91000000,95.49000000,93.65000000,95.27000000,194766.43000000,18427561.69860000,73432
1630177200000,2021-08-28 19:00:00,SOL/USDT,95.20000000,95.23000000,93.17000000,93.93000000,242536.30000000,22809343.56650000,36785
1630173600000,2021-08-28 18:00:00,SOL/USDT,95.42000000,96.37000000,95.03000000,95.19000000,173410.41000000,16574316.35320000,23755
1630170000000,2021-08-28 17:00:00,SOL/USDT,94.92000000,96.00000000,94.77000000,95.42000000,163095.90000000,15578563.80560000,24202
1630166400000,2021-08-28 16:00:00,SOL/USDT,94.65000000,96.43000000,94.26000000,94.93000000,477515.48300000,45509916.50701700,87624
1630162800000,2021-08-28 15:00:00,SOL/USDT,92.69000000,94.75000000,92.15000000,94.66000000,249051.07000000,23233880.14050000,40668
1630159200000,2021-08-28 14:00:00,SOL/USDT,93.80000000,94.06000000,91.33000000,92.69000000,337858.58000000,31279739.28870000,41807
1630155600000,2021-08-28 13:00:00,SOL/USDT,93.12000000,94.10000000,92.33000000,93.84000000,298959.38000000,27847789.91450000,38093
1630152000000,2021-08-28 12:00:00,SOL/USDT,92.45000000,95.03900000,92.42000000,93.19000000,574563.49000000,53939147.72435200,101171
1630148400000,2021-08-28 11:00:00,SOL/USDT,90.66000000,92.94000000,90.61000000,92.43000000,459122.02200000,42210398.31255200,72157
1630144800000,2021-08-28 10:00:00,SOL/USDT,89.83000000,91.52000000,89.62000000,90.70000000,338686.90500000,30696274.01604700,69593
1630141200000,2021-08-28 09:00:00,SOL/USDT,87.72000000,90.14000000,87.69000000,89.83000000,361580.22800000,32252917.03867900,70600
1630137600000,2021-08-28 08:00:00,SOL/USDT,86.93000000,88.05000000,86.85000000,87.71000000,165102.54000000,14455418.06030000,28935
1630134000000,2021-08-28 07:00:00,SOL/USDT,87.20000000,87.30000000,86.52000000,86.92000000,78864.11000000,6846976.81420000,31727
1630130400000,2021-08-28 06:00:00,SOL/USDT,86.42000000,87.26000000,85.82000000,87.19000000,108682.97000000,9405794.77960000,21932
1630126800000,2021-08-28 05:00:00,SOL/USDT,86.40000000,86.91000000,85.59000000,86.43000000,122271.90000000,10552966.54400000,11468
1630123200000,2021-08-28 04:00:00,SOL/USDT,86.32000000,86.94000000,85.70000000,86.42000000,107386.72000000,9276164.13520000,16387
1630119600000,2021-08-28 03:00:00,SOL/USDT,86.98000000,87.99000000,86.17000000,86.30000000,128883.01000000,11217656.75880000,16845
1630116000000,2021-08-28 02:00:00,SOL/USDT,88.02000000,88.33000000,86.08000000,86.99000000,146658.09000000,12769345.76220000,22093
1630112400000,2021-08-28 01:00:00,SOL/USDT,87.24000000,88.85000000,86.28000000,88.03000000,177261.53000000,15512721.62650000,23794
1630108800000,2021-08-28 00:00:00,SOL/USDT,87.98000000,88.09000000,86.32000000,87.27000000,236219.52000000,20586645.09540000,30542
1630105200000,2021-08-27 23:00:00,SOL/USDT,88.78000000,88.84000000,87.65000000,87.98000000,200199.93000000,17645121.53990000,30519
1630101600000,2021-08-27 22:00:00,SOL/USDT,87.13000000,88.92000000,86.67000000,88.76000000,321292.28200000,28208091.27879900,59265
1630098000000,2021-08-27 21:00:00,SOL/USDT,86.99000000,87.39000000,86.12000000,87.11000000,168017.05000000,14580999.76790000,24659
1630094400000,2021-08-27 20:00:00,SOL/USDT,85.64000000,87.62000000,84.50000000,86.97000000,240661.84000000,20772592.26017200,54320
1630090800000,2021-08-27 19:00:00,SOL/USDT,85.99000000,86.09000000,84.55000000,85.64000000,195947.56000000,16714224.84440000,31793
1630087200000,2021-08-27 18:00:00,SOL/USDT,84.60000000,86.66000000,84.41000000,85.99000000,251720.14100000,21530697.24765700,48205
1630083600000,2021-08-27 17:00:00,SOL/USDT,84.78000000,85.58000000,84.09000000,84.61000000,270230.96000000,22888818.48740000,104981
1630080000000,2021-08-27 16:00:00,SOL/USDT,82.50000000,85.85000000,81.77000000,84.80000000,441619.89000000,37176892.48680600,99595
1630076400000,2021-08-27 15:00:00,SOL/USDT,81.99000000,83.15000000,81.89000000,82.49000000,212080.57000000,17483400.41620000,31311
1630072800000,2021-08-27 14:00:00,SOL/USDT,80.84000000,82.33000000,80.38000000,82.01000000,512837.15000000,41632859.24760000,86476
1630069200000,2021-08-27 13:00:00,SOL/USDT,81.66000000,81.92000000,80.57000000,80.84000000,243788.85000000,19785968.81300000,28368
1630065600000,2021-08-27 12:00:00,SOL/USDT,82.32000000,82.50000000,81.07000000,81.70000000,260058.90000000,21270313.59210000,30966
1630062000000,2021-08-27 11:00:00,SOL/USDT,83.22000000,83.52000000,81.92000000,82.33000000,314168.26000000,25941790.73820000,29325
1630058400000,2021-08-27 10:00:00,SOL/USDT,82.84000000,83.66000000,81.88000000,83.22000000,323910.74000000,26826551.83280000,26655
1630054800000,2021-08-27 09:00:00,SOL/USDT,82.45000000,83.17000000,81.71000000,82.85000000,213076.88000000,17563733.63980000,24406
1630051200000,2021-08-27 08:00:00,SOL/USDT,81.92000000,84.17000000,81.60000000,82.46000000,442872.97600000,36758240.48378700,76420
1630047600000,2021-08-27 07:00:00,SOL/USDT,81.69000000,82.10000000,80.01000000,81.92000000,343419.62000000,27862304.04900000,41537
1630044000000,2021-08-27 06:00:00,SOL/USDT,81.17000000,83.27000000,80.91000000,81.72000000,326172.37000000,26804196.94680000,48066
1630040400000,2021-08-27 05:00:00,SOL/USDT,81.62000000,82.10000000,80.10000000,81.17000000,244141.06000000,19798840.83000000,29832
1630036800000,2021-08-27 04:00:00,SOL/USDT,81.40000000,82.18000000,78.98000000,81.62000000,377429.80000000,30388875.24140000,47485
1630033200000,2021-08-27 03:00:00,SOL/USDT,82.13000000,82.60000000,80.27000000,81.40000000,380474.84000000,30975202.62800000,75158
1630029600000,2021-08-27 02:00:00,SOL/USDT,79.16000000,83.93000000,79.07000000,82.16000000,823777.82800000,67857888.70621700,196757
1630026000000,2021-08-27 01:00:00,SOL/USDT,80.31000000,80.56000000,78.37000000,79.13000000,538245.68000000,42797201.42370000,106136
1630022400000,2021-08-27 00:00:00,SOL/USDT,74.92000000,80.81000000,72.55000000,80.31000000,1139491.91600000,88565339.53332300,245165
1630018800000,2021-08-26 23:00:00,SOL/USDT,76.99000000,77.08000000,74.48000000,74.92000000,224846.94000000,17076583.72490000,23638
1630015200000,2021-08-26 22:00:00,SOL/USDT,76.02000000,77.11000000,74.92000000,77.00000000,263621.99000000,20004701.82820000,24729
1630011600000,2021-08-26 21:00:00,SOL/USDT,75.32000000,77.25000000,75.24000000,76.02000000,226456.82000000,17259765.19300000,36293
1630008000000,2021-08-26 20:00:00,SOL/USDT,74.78000000,76.20000000,74.20000000,75.32000000,201234.49000000,15148961.66690000,21359
1630004400000,2021-08-26 19:00:00,SOL/USDT,75.07000000,75.73000000,73.81000000,74.75000000,194872.65000000,14570188.59770000,17545
1630000800000,2021-08-26 18:00:00,SOL/USDT,75.22000000,75.87000000,73.79000000,75.09000000,247393.16000000,18484521.24090000,31032
1629997200000,2021-08-26 17:00:00,SOL/USDT,74.69000000,77.61000000,74.60000000,75.21000000,449346.77000000,34150039.71510000,53703
1629993600000,2021-08-26 16:00:00,SOL/USDT,74.71000000,76.41000000,73.39000000,74.66000000,425322.39000000,31891413.30890000,49760
1629990000000,2021-08-26 15:00:00,SOL/USDT,75.32000000,76.57000000,74.03000000,74.71000000,367828.14000000,27718994.76000000,45334
1629986400000,2021-08-26 14:00:00,SOL/USDT,73.14000000,78.30000000,72.70000000,75.31000000,1239093.13800000,94081461.31239300,265561
1629982800000,2021-08-26 13:00:00,SOL/USDT,67.38000000,73.20000000,67.37000000,73.08000000,329309.07100000,23104092.67851200,82942
1629979200000,2021-08-26 12:00:00,SOL/USDT,67.21000000,69.19000000,66.40000000,67.37000000,239321.72000000,16244133.75883000,46518
1629975600000,2021-08-26 11:00:00,SOL/USDT,67.76000000,68.33000000,67.13000000,67.20000000,128846.28000000,8730393.34110000,77301
1629972000000,2021-08-26 10:00:00,SOL/USDT,66.96000000,68.17000000,66.57000000,67.75000000,108745.90000000,7342175.66670000,24128
1629968400000,2021-08-26 09:00:00,SOL/USDT,67.80000000,68.10000000,66.73000000,66.95000000,130673.61000000,8813148.35430000,28356
1629964800000,2021-08-26 08:00:00,SOL/USDT,67.66000000,68.49000000,66.62000000,67.78000000,159932.92000000,10828410.87030000,18143
1629961200000,2021-08-26 07:00:00,SOL/USDT,67.42000000,68.10000000,66.20000000,67.65000000,217243.69800000,14583891.46124800,44772
1629957600000,2021-08-26 06:00:00,SOL/USDT,68.30400000,69.17000000,67.40000000,67.42000000,172959.69900000,11801532.32241600,106671
1629954000000,2021-08-26 05:00:00,SOL/USDT,70.92300000,71.51300000,67.95500000,68.33900000,270564.78600000,18834056.04471400,69415
1629950400000,2021-08-26 04:00:00,SOL/USDT,70.67300000,71.14400000,69.76400000,70.95000000,182205.72600000,12859983.00195300,93663
1629946800000,2021-08-26 03:00:00,SOL/USDT,72.37800000,72.80700000,70.05600000,70.74300000,193627.24600000,13757713.25262600,24102
1629943200000,2021-08-26 02:00:00,SOL/USDT,72.69400000,73.48400000,71.86600000,72.37000000,123349.69200000,8970595.47676100,16419
1629939600000,2021-08-26 01:00:00,SOL/USDT,73.25800000,74.04300000,72.50000000,72.70300000,215248.61500000,15794901.81205200,31926
1629936000000,2021-08-26 00:00:00,SOL/USDT,71.98200000,73.33400000,71.77100000,73.23800000,251625.29600000,18271383.91004300,37910
1629932400000,2021-08-25 23:00:00,SOL/USDT,71.13700000,72.04500000,70.91000000,71.97300000,77209.33800000,5525634.84102800,9321
1629928800000,2021-08-25 22:00:00,SOL/USDT,71.15500000,71.87400000,70.46900000,71.14300000,128418.37200000,9145613.71354000,17122
1629925200000,2021-08-25 21:00:00,SOL/USDT,70.40600000,71.21500000,70.35100000,71.15500000,55129.80300000,3894062.76434200,6424
1629921600000,2021-08-25 20:00:00,SOL/USDT,70.22300000,71.14000000,70.16900000,70.40600000,67996.27900000,4801890.71519600,8710
1629918000000,2021-08-25 19:00:00,SOL/USDT,70.50400000,71.19200000,70.05700000,70.23700000,127538.31500000,9017315.35095300,13286
1629914400000,2021-08-25 18:00:00,SOL/USDT,70.93400000,71.17000000,70.34100000,70.50600000,128049.46600000,9069765.46678100,12889
1629910800000,2021-08-25 17:00:00,SOL/USDT,70.65700000,71.50100000,69.59100000,70.95000000,231382.61600000,16339385.91140500,22408
1629907200000,2021-08-25 16:00:00,SOL/USDT,71.27700000,71.30500000,70.53300000,70.67600000,146664.11600000,10413593.35791100,13590
1629903600000,2021-08-25 15:00:00,SOL/USDT,70.80900000,71.57200000,69.65500000,71.30500000,243363.56200000,17182128.79737600,23396
1629900000000,2021-08-25 14:00:00,SOL/USDT,68.30500000,71.23300000,67.00000000,70.80900000,501216.62200000,34795611.06283300,82486
1629896400000,2021-08-25 13:00:00,SOL/USDT,67.59700000,68.61000000,67.59300000,68.29000000,303949.88600000,20721974.27726500,79930
1629892800000,2021-08-25 12:00:00,SOL/USDT,67.68700000,68.10500000,66.37800000,67.59700000,430911.95600000,28920397.68009200,85994
1629889200000,2021-08-25 11:00:00,SOL/USDT,68.06000000,68.14100000,67.00000000,67.69400000,267402.01000000,18055520.80937800,20228
1629885600000,2021-08-25 10:00:00,SOL/USDT,67.76600000,68.22300000,66.98800000,68.01000000,217776.70700000,14740430.47540400,22507
